FlightDate,HourRange,NonUsaPassengerAverageWait,NonUsaPassengerCount,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount
2024-09-15,1600 - 1700,39,947,2039,18,1092
2024-09-15,1700 - 1800,23,965,2330,18,1365
2024-09-15,1800 - 1900,26,914,2217,20,1303
2024-09-15,1900 - 2000,26,620,1194,12,574
2024-09-15,2000 - 2100,28,1026,2342,21,1316
2024-09-15,2100 - 2200,15,252,497,12,245
2024-09-15,2200 - 2300,20,670,1869,14,1199
2024-09-15,2300 - 0000,14,148,432,12,284
2024-09-16,0500 - 0600,43,609,1045,34,436
2024-09-16,0600 - 0700,44,478,847,26,369
2024-09-16,0700 - 0800,22,556,839,16,283
2024-09-16,0800 - 0900,21,253,502,18,249
2024-09-16,0900 - 1000,37,1121,1648,31,527
2024-09-16,1000 - 1100,29,780,1338,22,558
2024-09-16,1100 - 1200,16,483,965,11,482
2024-09-16,1200 - 1300,10,183,330,6,147
2024-09-16,1300 - 1400,19,1276,2047,13,771
2024-09-16,1400 - 1500,44,2019,3412,20,1393
2024-09-16,1500 - 1600,45,1091,1922,17,831
2024-09-16,1600 - 1700,28,893,1643,19,750
2024-09-16,1700 - 1800,48,1258,2831,25,1573
2024-09-16,1800 - 1900,40,559,1446,22,887
2024-09-16,1900 - 2000,49,816,1146,18,330
2024-09-16,2000 - 2100,22,462,1252,18,790
2024-09-16,2100 - 2200,17,569,1206,12,637
2024-09-16,2200 - 2300,17,518,1405,14,887
2024-09-16,2300 - 0000,15,179,528,12,349
2024-09-17,0500 - 0600,46,151,301,31,150
2024-09-17,0600 - 0700,46,919,1520,18,601
2024-09-17,0700 - 0800,48,828,1340,36,512
2024-09-17,0800 - 0900,39,181,415,26,234
2024-09-17,0900 - 1000,46,860,1269,30,409
2024-09-17,1000 - 1100,46,918,1258,26,340
2024-09-17,1100 - 1200,39,351,861,23,510
2024-09-17,1200 - 1300,20,1011,1799,15,788
2024-09-17,1300 - 1400,25,1266,2005,16,739
2024-09-17,1400 - 1500,43,1239,2153,17,914
2024-09-17,1500 - 1600,44,1050,1990,28,940
2024-09-17,1600 - 1700,53,1297,2339,20,1042
2024-09-17,1700 - 1800,43,696,1526,26,830
2024-09-17,1800 - 1900,20,559,1399,18,840
2024-09-17,1900 - 2000,13,617,766,9,149
2024-09-17,2000 - 2100,31,773,1665,20,892
2024-09-17,2100 - 2200,45,388,897,21,509
2024-09-17,2200 - 2300,28,581,1578,26,997
2024-09-17,2300 - 0000,22,244,452,14,208
2024-09-18,0500 - 0600,45,375,684,31,309
2024-09-18,0600 - 0700,37,950,1433,14,483
2024-09-18,0700 - 0800,29,872,1138,18,266
2024-09-18,0800 - 0900,19,334,488,8,154
2024-09-18,0900 - 1000,30,816,1130,17,314
2024-09-18,1000 - 1100,25,553,960,11,407
2024-09-18,1100 - 1200,27,940,1464,15,524
2024-09-18,1200 - 1300,26,899,1608,15,709
2024-09-18,1300 - 1400,39,1168,2208,17,1040
2024-09-18,1400 - 1500,57,1608,2623,25,1015
2024-09-18,1500 - 1600,62,1012,1762,26,750
2024-09-18,1600 - 1700,43,874,1779,19,905
2024-09-18,1700 - 1800,32,830,1793,23,963
2024-09-18,1800 - 1900,44,703,1545,20,842
2024-09-18,1900 - 2000,34,841,1206,13,365
2024-09-18,2000 - 2100,43,677,1434,20,757
2024-09-18,2100 - 2200,26,494,1049,13,555
2024-09-18,2200 - 2300,21,528,1216,20,688
2024-09-18,2300 - 0000,17,115,289,14,174
2024-09-19,0500 - 0600,43,243,391,29,148
2024-09-19,0600 - 0700,36,1018,1541,14,523
2024-09-19,0700 - 0800,29,427,657,24,230
2024-09-19,0800 - 0900,37,735,1024,13,289
2024-09-19,0900 - 1000,27,609,858,22,249
2024-09-19,1000 - 1100,34,1362,1996,14,634
2024-09-19,1100 - 1200,29,748,1251,18,503
2024-09-19,1200 - 1300,20,924,1385,15,461
2024-09-19,1300 - 1400,29,1355,2354,13,999
2024-09-19,1400 - 1500,43,1552,2597,18,1045
2024-09-19,1500 - 1600,38,667,1454,18,787
2024-09-19,1600 - 1700,37,1125,2002,19,877
2024-09-19,1700 - 1800,35,691,1466,16,775
2024-09-19,1800 - 1900,38,504,1037,20,533
2024-09-19,1900 - 2000,29,642,1107,13,465
2024-09-19,2000 - 2100,45,527,1170,23,643
2024-09-19,2100 - 2200,52,625,1200,32,575
2024-09-19,2200 - 2300,57,819,1427,21,608
2024-09-19,2300 - 0000,42,128,327,20,199
2024-09-20,0500 - 0600,14,117,233,6,116
2024-09-20,0600 - 0700,39,1456,2075,13,619
2024-09-20,0700 - 0800,30,376,633,19,257
2024-09-20,0800 - 0900,27,438,632,14,194
2024-09-20,0900 - 1000,18,405,604,17,199
2024-09-20,1000 - 1100,49,2064,2784,20,720
2024-09-20,1100 - 1200,71,898,1490,33,592
2024-09-20,1200 - 1300,39,817,1158,17,341
2024-09-20,1300 - 1400,53,1429,2476,19,1047
2024-09-20,1400 - 1500,66,1580,2480,33,900
2024-09-20,1500 - 1600,63,665,1326,28,661
2024-09-20,1600 - 1700,32,881,1622,16,741
2024-09-20,1700 - 1800,55,1321,2746,26,1425
2024-09-20,1800 - 1900,67,1015,2011,27,996
2024-09-20,1900 - 2000,68,845,1459,31,614
2024-09-20,2000 - 2100,79,897,1613,20,716
2024-09-20,2100 - 2200,64,653,1353,18,700
2024-09-20,2200 - 2300,55,786,1354,21,568
2024-09-20,2300 - 0000,48,250,437,24,187
2024-09-21,0500 - 0600,25,251,462,22,211
2024-09-21,0600 - 0700,35,762,1275,16,513
2024-09-21,0700 - 0800,22,609,895,11,286
2024-09-21,0800 - 0900,24,258,387,10,129
2024-09-21,0900 - 1000,48,1837,2418,20,581
2024-09-21,1000 - 1100,43,178,205,12,27
2024-09-21,1100 - 1200,35,1004,1832,20,828
2024-09-21,1200 - 1300,45,1003,1712,22,709
2024-09-21,1300 - 1400,71,1516,2659,23,1143
2024-09-21,1400 - 1500,81,1748,2783,38,1035
2024-09-21,1500 - 1600,90,1156,2309,50,1153
2024-09-21,1600 - 1700,75,1130,2244,32,1114
2024-09-21,1700 - 1800,63,560,1435,24,875
2024-09-21,1800 - 1900,64,749,1627,28,878
2024-09-21,1900 - 2000,45,275,375,12,100
2024-09-21,2000 - 2100,44,868,2291,21,1423
2024-09-21,2100 - 2200,33,385,751,20,366
2024-09-21,2200 - 2300,21,394,959,16,565
2024-09-21,2300 - 0000,14,102,363,13,261
2024-09-22,0500 - 0600,42,489,743,19,254
2024-09-22,0600 - 0700,50,666,1102,16,436
2024-09-22,0700 - 0800,66,1064,1753,27,689
2024-09-22,0800 - 0900,57,216,420,23,204
2024-09-22,0900 - 1000,31,844,1275,24,431
2024-09-22,1000 - 1100,33,590,894,16,304
2024-09-22,1100 - 1200,43,1553,2290,25,737
2024-09-22,1200 - 1300,33,640,1416,21,776
2024-09-22,1300 - 1400,38,1538,3111,25,1573
2024-09-22,1400 - 1500,66,1701,2900,31,1199
2024-09-22,1500 - 1600,40,544,1734,15,1190
2024-09-22,1600 - 1700,20,1098,2076,18,978
2024-09-22,1700 - 1800,22,753,2673,21,1920
2024-09-22,1800 - 1900,16,737,1591,12,854
2024-09-22,1900 - 2000,23,670,1015,10,345
2024-09-22,2000 - 2100,21,793,1913,16,1120
2024-09-22,2100 - 2200,16,577,1230,10,653
2024-09-22,2200 - 2300,20,360,1247,16,887
2024-09-22,2300 - 0000,16,208,718,15,510
2024-09-23,0500 - 0600,70,319,491,42,172
2024-09-23,0600 - 0700,62,901,1539,39,638
2024-09-23,0700 - 0800,59,462,675,26,213
2024-09-23,0800 - 0900,49,351,704,24,353
2024-09-23,0900 - 1000,65,1264,1689,22,425
2024-09-23,1000 - 1100,84,1061,1639,21,578
2024-09-23,1100 - 1200,56,595,1076,20,481
2024-09-23,1200 - 1300,66,1017,1838,22,821
2024-09-23,1300 - 1400,71,1511,2451,29,940
2024-09-23,1400 - 1500,70,1431,2465,29,1034
2024-09-23,1500 - 1600,62,1275,2364,26,1089
2024-09-23,1600 - 1700,51,581,1188,26,607
2024-09-23,1700 - 1800,38,652,1878,23,1226
2024-09-23,1800 - 1900,34,1013,2218,19,1205
2024-09-23,1900 - 2000,37,690,1059,16,369
2024-09-23,2000 - 2100,27,609,1681,22,1072
2024-09-23,2100 - 2200,29,500,1042,13,542
2024-09-23,2200 - 2300,23,343,1176,17,833
2024-09-23,2300 - 0000,19,150,513,17,363
2024-09-24,0500 - 0600,45,326,657,39,331
2024-09-24,0600 - 0700,39,782,1258,22,476
2024-09-24,0700 - 0800,27,526,954,21,428
2024-09-24,0800 - 0900,23,404,812,23,408
2024-09-24,0900 - 1000,39,1203,1501,20,298
2024-09-24,1000 - 1100,21,634,1010,14,376
2024-09-24,1100 - 1200,25,731,1347,21,616
2024-09-24,1200 - 1300,22,749,1587,15,838
2024-09-24,1300 - 1400,45,1702,2944,23,1242
2024-09-24,1400 - 1500,44,1057,1640,18,583
2024-09-24,1500 - 1600,41,1022,2284,18,1262
2024-09-24,1600 - 1700,29,504,1225,18,721
2024-09-24,1700 - 1800,27,490,1396,14,906
2024-09-24,1800 - 1900,18,502,1127,13,625
2024-09-24,1900 - 2000,26,894,1102,10,208
2024-09-24,2000 - 2100,55,588,1561,22,973
2024-09-24,2100 - 2200,43,514,1211,15,697
2024-09-24,2200 - 2300,26,223,596,16,373
2024-09-24,2300 - 0000,19,301,708,15,407
2024-09-25,0500 - 0600,27,373,663,16,290
2024-09-25,0600 - 0700,34,745,1160,13,415
2024-09-25,0700 - 0800,42,946,1291,20,345
2024-09-25,0800 - 0900,35,287,575,20,288
2024-09-25,0900 - 1000,33,842,1156,11,314
2024-09-25,1000 - 1100,51,856,1275,17,419
2024-09-25,1100 - 1200,37,730,1131,17,401
2024-09-25,1200 - 1300,19,467,828,13,361
2024-09-25,1300 - 1400,42,1568,3026,22,1458
2024-09-25,1400 - 1500,69,1264,2185,37,921
2024-09-25,1500 - 1600,74,1022,2208,34,1186
2024-09-25,1600 - 1700,67,1111,2231,26,1120
2024-09-25,1700 - 1800,65,811,1735,26,924
2024-09-25,1800 - 1900,40,692,1615,23,923
2024-09-25,1900 - 2000,44,507,861,22,354
2024-09-25,2000 - 2100,29,596,1720,23,1124
2024-09-25,2100 - 2200,15,263,468,10,205
2024-09-25,2200 - 2300,18,694,1426,14,732
2024-09-25,2300 - 0000,22,112,292,16,180
2024-09-26,0500 - 0600,51,121,223,43,102
2024-09-26,0600 - 0700,46,1103,1622,19,519
2024-09-26,0700 - 0800,57,831,1213,17,382
2024-09-26,0800 - 0900,66,159,267,22,108
2024-09-26,0900 - 1000,53,1567,2125,22,558
2024-09-26,1000 - 1100,33,359,575,15,216
2024-09-26,1100 - 1200,22,543,1128,12,585
2024-09-26,1200 - 1300,25,786,1305,14,519
2024-09-26,1300 - 1400,39,1475,2771,28,1296
2024-09-26,1400 - 1500,59,1303,2136,31,833
2024-09-26,1500 - 1600,45,395,944,16,549
2024-09-26,1600 - 1700,39,1409,2867,21,1458
2024-09-26,1700 - 1800,33,729,1629,21,900
2024-09-26,1800 - 1900,25,303,1015,16,712
2024-09-26,1900 - 2000,18,653,1011,11,358
2024-09-26,2000 - 2100,27,1040,2174,17,1134
2024-09-26,2100 - 2200,28,523,897,15,374
2024-09-26,2200 - 2300,21,608,973,15,365
2024-09-26,2300 - 0000,15,154,320,14,166
2024-09-27,0500 - 0600,20,59,195,16,136
2024-09-27,0600 - 0700,20,976,1377,11,401
2024-09-27,0700 - 0800,27,788,1133,9,345
2024-09-27,0800 - 0900,32,733,1246,16,513
2024-09-27,0900 - 1000,32,664,756,12,92
2024-09-27,1000 - 1100,47,1587,2374,19,787
2024-09-27,1100 - 1200,57,811,1523,22,712
2024-09-27,1200 - 1300,49,565,813,25,248
2024-09-27,1300 - 1400,54,1446,3019,23,1573
2024-09-27,1400 - 1500,54,1081,1615,23,534
2024-09-27,1500 - 1600,55,1158,2270,24,1112
2024-09-27,1600 - 1700,55,787,1899,22,1112
2024-09-27,1700 - 1800,40,622,1227,17,605
2024-09-27,1800 - 1900,47,1377,2735,28,1358
2024-09-27,1900 - 2000,71,1262,1863,24,601
2024-09-27,2000 - 2100,77,563,1356,21,793
2024-09-27,2100 - 2200,64,549,983,18,434
2024-09-27,2200 - 2300,41,519,940,19,421
2024-09-27,2300 - 0000,26,427,675,15,248
2024-09-28,0500 - 0600,34,300,444,24,144
2024-09-28,0600 - 0700,35,1014,1585,11,571
2024-09-28,0700 - 0800,31,106,198,19,92
2024-09-28,0800 - 0900,30,817,1163,16,346
2024-09-28,0900 - 1000,31,1134,1613,17,479
2024-09-28,1000 - 1100,17,553,1017,9,464
2024-09-28,1100 - 1200,23,538,1207,18,669
2024-09-28,1200 - 1300,21,958,1628,17,670
2024-09-28,1300 - 1400,40,1128,2462,25,1334
2024-09-28,1400 - 1500,71,1994,3340,37,1346
2024-09-28,1500 - 1600,63,634,1330,26,696
2024-09-28,1600 - 1700,47,838,2110,25,1272
2024-09-28,1700 - 1800,26,809,2099,15,1290
2024-09-28,1800 - 1900,18,551,1596,15,1045
2024-09-28,1900 - 2000,18,374,556,16,182
2024-09-28,2000 - 2100,32,886,2178,17,1292
2024-09-28,2100 - 2200,20,601,1203,11,602
2024-09-28,2200 - 2300,17,433,962,15,529
2024-09-28,2300 - 0000,18,135,355,19,220
2024-09-29,0500 - 0600,35,383,825,26,442
2024-09-29,0600 - 0700,45,1244,1981,21,737
2024-09-29,0700 - 0800,26,417,829,19,412
2024-09-29,0800 - 0900,16,459,823,16,364
2024-09-29,0900 - 1000,22,779,1347,15,568
2024-09-29,1000 - 1100,31,1256,1907,23,651
2024-09-29,1100 - 1200,43,609,1391,21,782
2024-09-29,1200 - 1300,49,835,1684,26,849
2024-09-29,1300 - 1400,50,1321,2761,22,1440
2024-09-29,1400 - 1500,70,943,2453,33,1510
2024-09-29,1500 - 1600,52,381,1234,22,853
2024-09-29,1600 - 1700,23,919,2787,16,1868
2024-09-29,1700 - 1800,24,550,1657,19,1107
2024-09-29,1800 - 1900,38,791,2236,24,1445
2024-09-29,1900 - 2000,32,540,1171,14,631
2024-09-29,2000 - 2100,16,134,670,13,536
2024-09-29,2100 - 2200,18,622,1610,12,988
2024-09-29,2200 - 2300,27,1031,2132,22,1101
2024-09-29,2300 - 0000,13,186,548,12,362
2024-09-30,0500 - 0600,34,330,687,20,357
2024-09-30,0600 - 0700,42,758,1373,17,615
2024-09-30,0700 - 0800,26,362,711,20,349
2024-09-30,0800 - 0900,19,353,707,11,354
2024-09-30,0900 - 1000,39,582,932,25,350
2024-09-30,1000 - 1100,36,1327,1879,18,552
2024-09-30,1100 - 1200,18,267,713,14,446
2024-09-30,1200 - 1300,13,918,1773,12,855
2024-09-30,1300 - 1400,22,942,2169,14,1227
2024-09-30,1400 - 1500,20,883,2060,14,1177
2024-09-30,1500 - 1600,14,1070,2472,8,1402
2024-09-30,1600 - 1700,22,1129,2318,13,1189
2024-09-30,1700 - 1800,22,814,2099,14,1285
2024-09-30,1800 - 1900,19,642,2061,16,1419
2024-09-30,1900 - 2000,20,250,441,15,191
2024-09-30,2000 - 2100,31,766,1392,12,626
2024-09-30,2100 - 2200,16,311,825,10,514
2024-09-30,2200 - 2300,32,992,2532,22,1540
2024-09-30,2300 - 0000,33,166,677,15,511
2024-10-01,0500 - 0600,37,394,719,28,325
2024-10-01,0600 - 0700,30,486,846,20,360
2024-10-01,0700 - 0800,25,148,225,23,77
2024-10-01,0800 - 0900,14,548,838,11,290
2024-10-01,0900 - 1000,25,1020,1728,18,708
2024-10-01,1000 - 1100,39,1015,1392,23,377
2024-10-01,1100 - 1200,34,769,1454,17,685
2024-10-01,1200 - 1300,26,496,798,16,302
2024-10-01,1300 - 1400,30,760,1741,19,981
2024-10-01,1400 - 1500,42,1515,2526,21,1011
2024-10-01,1500 - 1600,26,859,2153,17,1294
2024-10-01,1600 - 1700,27,819,1426,17,607
2024-10-01,1700 - 1800,26,967,2157,20,1190
2024-10-01,1800 - 1900,28,903,1618,14,715
2024-10-01,1900 - 2000,33,405,754,10,349
2024-10-01,2000 - 2100,28,609,1098,20,489
2024-10-01,2100 - 2200,36,607,1125,15,518
2024-10-01,2200 - 2300,45,768,1701,27,933
2024-10-01,2300 - 0000,40,78,159,29,81
2024-10-02,0500 - 0600,26,339,626,15,287
2024-10-02,0600 - 0700,28,619,923,19,304
2024-10-02,0700 - 0800,22,573,869,16,296
2024-10-02,0800 - 0900,14,275,417,10,142
2024-10-02,0900 - 1000,23,297,571,20,274
2024-10-02,1000 - 1100,31,1222,1816,18,594
2024-10-02,1100 - 1200,22,617,1113,12,496
2024-10-02,1200 - 1300,29,1133,1943,12,810
2024-10-02,1300 - 1400,22,789,1633,15,844
2024-10-02,1400 - 1500,33,1212,2317,14,1105
2024-10-02,1500 - 1600,34,740,1302,18,562
2024-10-02,1600 - 1700,20,768,1626,15,858
2024-10-02,1700 - 1800,19,738,1535,7,797
2024-10-02,1800 - 1900,32,958,2169,19,1211
2024-10-02,1900 - 2000,35,444,708,15,264
2024-10-02,2000 - 2100,27,574,1772,14,1198
2024-10-02,2100 - 2200,23,412,776,16,364
2024-10-02,2200 - 2300,19,682,1354,17,672
2024-10-02,2300 - 0000,18,114,300,16,186
2024-10-03,0500 - 0600,42,432,675,26,243
2024-10-03,0600 - 0700,45,433,685,13,252
2024-10-03,0700 - 0800,21,271,387,19,116
2024-10-03,0800 - 0900,42,459,633,18,174
2024-10-03,0900 - 1000,41,836,1092,24,256
2024-10-03,1000 - 1100,46,820,1139,17,319
2024-10-03,1100 - 1200,35,768,1513,27,745
2024-10-03,1200 - 1300,44,1409,2321,19,912
2024-10-03,1300 - 1400,50,933,1676,18,743
2024-10-03,1400 - 1500,48,1222,2248,19,1026
2024-10-03,1500 - 1600,36,302,807,20,505
2024-10-03,1600 - 1700,34,1032,1758,16,726
2024-10-03,1700 - 1800,46,1486,3047,32,1561
2024-10-03,1800 - 1900,59,477,896,26,419
2024-10-03,1900 - 2000,38,501,705,20,204
2024-10-03,2000 - 2100,27,778,1973,17,1195
2024-10-03,2100 - 2200,28,388,696,17,308
2024-10-03,2200 - 2300,23,751,1183,16,432
2024-10-03,2300 - 0000,17,218,374,13,156
2024-10-04,0500 - 0600,45,603,1135,26,532
2024-10-04,0600 - 0700,20,512,665,13,153
2024-10-04,0700 - 0800,13,263,367,8,104
2024-10-04,0800 - 0900,12,261,342,11,81
2024-10-04,0900 - 1000,28,902,1430,27,528
2024-10-04,1000 - 1100,29,1041,1460,20,419
2024-10-04,1100 - 1200,24,1028,1797,15,769
2024-10-04,1200 - 1300,22,452,686,11,234
2024-10-04,1300 - 1400,35,1350,2305,19,955
2024-10-04,1400 - 1500,57,1270,2325,21,1055
2024-10-04,1500 - 1600,56,779,1543,21,764
2024-10-04,1600 - 1700,46,1141,2181,22,1040
2024-10-04,1700 - 1800,43,1116,2318,20,1202
2024-10-04,1800 - 1900,45,859,1305,14,446
2024-10-04,1900 - 2000,63,1018,1974,20,956
2024-10-04,2000 - 2100,59,546,1175,18,629
2024-10-04,2100 - 2200,35,493,772,15,279
2024-10-04,2200 - 2300,38,873,1315,19,442
2024-10-04,2300 - 0000,29,343,666,20,323
2024-10-05,0500 - 0600,45,394,690,33,296
2024-10-05,0600 - 0700,30,598,1051,17,453
2024-10-05,0700 - 0800,29,446,643,19,197
2024-10-05,0800 - 0900,38,437,721,17,284
2024-10-05,0900 - 1000,57,1358,2013,30,655
2024-10-05,1000 - 1100,46,208,321,25,113
2024-10-05,1100 - 1200,44,903,1836,23,933
2024-10-05,1200 - 1300,31,966,1705,15,739
2024-10-05,1300 - 1400,49,1253,2389,27,1136
2024-10-05,1400 - 1500,57,1294,2087,25,793
2024-10-05,1500 - 1600,65,1112,2431,15,1319
2024-10-05,1600 - 1700,59,539,996,19,457
2024-10-05,1700 - 1800,46,606,1739,22,1133
2024-10-05,1800 - 1900,33,698,1418,20,720
2024-10-05,1900 - 2000,29,367,787,11,420
2024-10-05,2000 - 2100,26,414,1122,22,708
2024-10-05,2100 - 2200,46,703,1571,14,868
2024-10-05,2200 - 2300,67,619,1486,28,867
2024-10-05,2300 - 0000,57,106,174,27,68
2024-10-06,0500 - 0600,42,649,1321,28,672
2024-10-06,0600 - 0700,45,681,975,19,294
2024-10-06,0700 - 0800,28,698,1012,16,314
2024-10-06,0800 - 0900,20,273,512,7,239
2024-10-06,0900 - 1000,13,456,859,10,403
2024-10-06,1000 - 1100,18,1039,1337,8,298
2024-10-06,1100 - 1200,24,1138,2215,16,1077
2024-10-06,1200 - 1300,22,974,2161,15,1187
2024-10-06,1300 - 1400,28,788,2154,15,1366
2024-10-06,1400 - 1500,28,1133,2245,12,1112
2024-10-06,1500 - 1600,26,768,1885,12,1117
2024-10-06,1600 - 1700,18,710,1669,14,959
2024-10-06,1700 - 1800,16,497,1504,11,1007
2024-10-06,1800 - 1900,37,993,2653,28,1660
2024-10-06,1900 - 2000,49,618,1182,20,564
2024-10-06,2000 - 2100,72,601,1284,16,683
2024-10-06,2100 - 2200,52,398,962,16,564
2024-10-06,2200 - 2300,40,470,1434,17,964
2024-10-06,2300 - 0000,31,212,920,20,708
2024-10-07,0500 - 0600,34,335,661,23,326
2024-10-07,0600 - 0700,25,300,582,15,282
2024-10-07,0700 - 0800,23,593,1008,13,415
2024-10-07,0800 - 0900,21,485,613,13,128
2024-10-07,0900 - 1000,42,807,1464,23,657
2024-10-07,1000 - 1100,49,849,1270,22,421
2024-10-07,1100 - 1200,34,622,1524,20,902
2024-10-07,1200 - 1300,40,749,1356,19,607
2024-10-07,1300 - 1400,47,928,2025,21,1097
2024-10-07,1400 - 1500,34,820,1555,25,735
2024-10-07,1500 - 1600,41,1221,2681,26,1460
2024-10-07,1600 - 1700,55,1050,2252,31,1202
2024-10-07,1700 - 1800,51,426,1346,23,920
2024-10-07,1800 - 1900,33,785,1942,22,1157
2024-10-07,1900 - 2000,49,442,628,23,186
2024-10-07,2000 - 2100,39,409,1348,21,939
2024-10-07,2100 - 2200,32,521,1311,16,790
2024-10-07,2200 - 2300,30,415,968,17,553
2024-10-07,2300 - 0000,22,304,884,17,580
2024-10-08,0500 - 0600,31,230,399,21,169
2024-10-08,0600 - 0700,21,464,801,15,337
2024-10-08,0700 - 0800,20,479,875,13,396
2024-10-08,0800 - 0900,22,254,421,10,167
2024-10-08,0900 - 1000,39,947,1491,25,544
2024-10-08,1000 - 1100,37,518,949,24,431
2024-10-08,1100 - 1200,24,520,1183,16,663
2024-10-08,1200 - 1300,21,574,1014,14,440
2024-10-08,1300 - 1400,44,1277,2410,18,1133
2024-10-08,1400 - 1500,56,1158,2290,28,1132
2024-10-08,1500 - 1600,31,671,1481,21,810
2024-10-08,1600 - 1700,33,611,1381,18,770
2024-10-08,1700 - 1800,15,344,1055,10,711
2024-10-08,1800 - 1900,26,794,1485,18,691
2024-10-08,1900 - 2000,23,320,633,7,313
2024-10-08,2000 - 2100,40,786,1719,18,933
2024-10-08,2100 - 2200,38,336,762,18,426
2024-10-08,2200 - 2300,17,391,881,15,490
2024-10-08,2300 - 0000,14,187,518,15,331
2024-10-09,0500 - 0600,38,339,746,30,407
2024-10-09,0600 - 0700,37,790,1233,24,443
2024-10-09,0700 - 0800,51,516,836,30,320
2024-10-09,0800 - 0900,27,294,347,11,53
2024-10-09,0900 - 1000,44,598,1160,30,562
2024-10-09,1000 - 1100,59,768,1549,18,781
2024-10-09,1100 - 1200,56,653,1152,21,499
2024-10-09,1200 - 1300,50,656,1132,18,476
2024-10-09,1300 - 1400,88,1347,2701,32,1354
2024-10-09,1400 - 1500,90,1409,2488,40,1079
2024-10-09,1500 - 1600,84,1069,2209,47,1140
2024-10-09,1600 - 1700,79,508,1142,31,634
2024-10-09,1700 - 1800,57,636,1577,18,941
2024-10-09,1800 - 1900,39,727,1484,23,757
2024-10-09,1900 - 2000,55,352,674,21,322
2024-10-09,2000 - 2100,31,467,1198,17,731
2024-10-09,2100 - 2200,24,230,585,13,355
2024-10-09,2200 - 2300,19,637,1138,15,501
2024-10-09,2300 - 0000,15,223,500,16,277
2024-10-10,0500 - 0600,45,413,760,31,347
2024-10-10,0600 - 0700,42,584,850,25,266
2024-10-10,0700 - 0800,24,568,862,16,294
2024-10-10,0800 - 0900,24,450,655,9,205
2024-10-10,0900 - 1000,31,1011,1627,20,616
2024-10-10,1000 - 1100,21,523,858,13,335
2024-10-10,1100 - 1200,20,529,1097,17,568
2024-10-10,1200 - 1300,17,1047,1926,14,879
2024-10-10,1300 - 1400,31,998,1689,16,691
